dataset,div_conq,sw_size,strategy_param,dataset_length
data/ARG/Small-result-b70.tgf.pl,0,5,1,29
data/ARG/Small-result-b70.tgf.pl,0,5,2,29
data/ARG/Small-result-b70.tgf.pl,0,5,3,29
data/ARG/Small-result-b70.tgf.pl,0,10,0,29
data/ARG/Small-result-b70.tgf.pl,0,10,1,29
data/ARG/Small-result-b70.tgf.pl,0,10,2,29
data/ARG/Small-result-b70.tgf.pl,0,10,3,29
data/ARG/Small-result-b70.tgf.pl,1,1,0,29
data/ARG/Small-result-b70.tgf.pl,1,1,1,29
data/ARG/Small-result-b70.tgf.pl,1,1,2,29
data/ARG/Small-result-b70.tgf.pl,1,1,3,29
data/ARG/Small-result-b70.tgf.pl,1,5,0,29
data/ARG/Small-result-b70.tgf.pl,1,5,1,29
data/ARG/Small-result-b70.tgf.pl,1,5,2,29
data/ARG/Small-result-b70.tgf.pl,1,5,3,29
data/ARG/Small-result-b70.tgf.pl,1,10,0,29
data/ARG/Small-result-b70.tgf.pl,1,10,1,29
data/ARG/Small-result-b70.tgf.pl,1,10,2,29
data/ARG/Small-result-b70.tgf.pl,1,10,3,29
data/ARG/Small-result-b77.tgf.pl,0,1,0,29
data/ARG/Small-result-b77.tgf.pl,0,1,1,29
data/ARG/Small-result-b77.tgf.pl,0,1,2,29
data/ARG/Small-result-b77.tgf.pl,0,1,3,29
data/ARG/Small-result-b77.tgf.pl,0,5,0,29
data/ARG/Small-result-b77.tgf.pl,0,5,1,29
data/ARG/Small-result-b77.tgf.pl,0,5,2,29
data/ARG/Small-result-b77.tgf.pl,0,5,3,29
data/ARG/Small-result-b77.tgf.pl,0,10,0,29
data/ARG/Small-result-b77.tgf.pl,0,10,1,29
data/ARG/Small-result-b77.tgf.pl,0,10,2,29
data/ARG/Small-result-b77.tgf.pl,0,10,3,29
data/ARG/Small-result-b77.tgf.pl,1,1,0,29
data/ARG/Small-result-b77.tgf.pl,1,1,1,29
data/ARG/Small-result-b77.tgf.pl,1,1,2,29
data/ARG/Small-result-b77.tgf.pl,1,1,3,29
data/ARG/Small-result-b77.tgf.pl,1,5,0,29
data/ARG/Small-result-b77.tgf.pl,1,5,1,29
data/ARG/Small-result-b77.tgf.pl,1,5,2,29
data/ARG/Small-result-b77.tgf.pl,1,5,3,29
data/ARG/Small-result-b77.tgf.pl,1,10,0,29
data/ARG/Small-result-b77.tgf.pl,1,10,1,29
data/ARG/Small-result-b77.tgf.pl,1,10,2,29
data/ARG/Small-result-b77.tgf.pl,1,10,3,29
data/ARG/Small-result-b78.tgf.pl,0,1,0,30
data/ARG/Small-result-b78.tgf.pl,0,1,1,30
data/ARG/Small-result-b78.tgf.pl,0,1,2,30
data/ARG/Small-result-b78.tgf.pl,0,1,3,30
data/ARG/Small-result-b78.tgf.pl,0,5,0,30
data/ARG/Small-result-b78.tgf.pl,0,5,1,30
data/ARG/Small-result-b78.tgf.pl,0,5,2,30
data/ARG/Small-result-b78.tgf.pl,0,5,3,30
data/ARG/Small-result-b78.tgf.pl,0,10,0,30
data/ARG/Small-result-b78.tgf.pl,0,10,1,30
data/ARG/Small-result-b78.tgf.pl,0,10,2,30
data/ARG/Small-result-b78.tgf.pl,0,10,3,30
data/ARG/Small-result-b78.tgf.pl,1,1,0,30
data/ARG/Small-result-b78.tgf.pl,1,1,1,30
data/ARG/Small-result-b78.tgf.pl,1,1,2,30
data/ARG/Small-result-b78.tgf.pl,1,1,3,30
data/ARG/Small-result-b78.tgf.pl,1,5,0,30
data/ARG/Small-result-b78.tgf.pl,1,5,1,30
data/ARG/Small-result-b78.tgf.pl,1,5,2,30
data/ARG/Small-result-b78.tgf.pl,1,5,3,30
data/ARG/Small-result-b78.tgf.pl,1,10,0,30
data/ARG/Small-result-b78.tgf.pl,1,10,1,30
data/ARG/Small-result-b78.tgf.pl,1,10,2,30
data/ARG/Small-result-b78.tgf.pl,1,10,3,30
data/ARG/Small-result-b8.tgf.pl,0,1,0,10
data/ARG/Small-result-b8.tgf.pl,0,1,1,10
data/ARG/Small-result-b8.tgf.pl,0,1,2,10
data/ARG/Small-result-b8.tgf.pl,0,1,3,10
data/ARG/Small-result-b8.tgf.pl,0,5,0,10
data/ARG/Small-result-b8.tgf.pl,0,5,1,10
data/ARG/Small-result-b8.tgf.pl,0,5,2,10
data/ARG/Small-result-b8.tgf.pl,0,5,3,10
data/ARG/Small-result-b8.tgf.pl,1,1,0,10
data/ARG/Small-result-b8.tgf.pl,1,1,1,10
data/ARG/Small-result-b8.tgf.pl,1,1,2,10
data/ARG/Small-result-b8.tgf.pl,1,1,3,10
data/ARG/Small-result-b8.tgf.pl,1,5,0,10
data/ARG/Small-result-b8.tgf.pl,1,5,1,10
data/ARG/Small-result-b8.tgf.pl,1,5,2,10
data/ARG/Small-result-b8.tgf.pl,1,5,3,10
data/ARG/Small-result-b80.tgf.pl,0,1,0,30
data/ARG/Small-result-b80.tgf.pl,0,1,1,30
data/ARG/Small-result-b80.tgf.pl,0,1,2,30
data/ARG/Small-result-b80.tgf.pl,0,1,3,30
data/ARG/Small-result-b80.tgf.pl,0,5,0,30
data/ARG/Small-result-b80.tgf.pl,0,5,1,30
data/ARG/Small-result-b80.tgf.pl,0,5,2,30
data/ARG/Small-result-b80.tgf.pl,0,5,3,30
data/ARG/Small-result-b80.tgf.pl,0,10,0,30
data/ARG/Small-result-b80.tgf.pl,0,10,1,30
data/ARG/Small-result-b80.tgf.pl,0,10,2,30
data/ARG/Small-result-b80.tgf.pl,0,10,3,30
data/ARG/Small-result-b80.tgf.pl,1,1,0,30
data/ARG/Small-result-b80.tgf.pl,1,1,1,30
data/ARG/Small-result-b80.tgf.pl,1,1,2,30
data/ARG/Small-result-b80.tgf.pl,1,1,3,30
data/ARG/Small-result-b80.tgf.pl,1,5,0,30
data/ARG/Small-result-b80.tgf.pl,1,5,1,30
data/ARG/Small-result-b80.tgf.pl,1,5,2,30
data/ARG/Small-result-b80.tgf.pl,1,5,3,30
data/ARG/Small-result-b80.tgf.pl,1,10,0,30
data/ARG/Small-result-b80.tgf.pl,1,10,1,30
data/ARG/Small-result-b80.tgf.pl,1,10,2,30
data/ARG/Small-result-b80.tgf.pl,1,10,3,30
data/ARG/Small-result-b81.tgf.pl,0,1,0,28
data/ARG/Small-result-b81.tgf.pl,0,1,1,28
data/ARG/Small-result-b81.tgf.pl,0,1,2,28
data/ARG/Small-result-b81.tgf.pl,0,1,3,28
data/ARG/Small-result-b81.tgf.pl,0,5,0,28
data/ARG/Small-result-b81.tgf.pl,0,5,1,28
data/ARG/Small-result-b81.tgf.pl,0,5,2,28
data/ARG/Small-result-b81.tgf.pl,0,5,3,28
data/ARG/Small-result-b81.tgf.pl,0,10,0,28
data/ARG/Small-result-b81.tgf.pl,0,10,1,28
data/ARG/Small-result-b81.tgf.pl,0,10,2,28
data/ARG/Small-result-b81.tgf.pl,0,10,3,28
data/ARG/Small-result-b81.tgf.pl,1,1,0,28
data/ARG/Small-result-b81.tgf.pl,1,1,1,28
data/ARG/Small-result-b81.tgf.pl,1,1,2,28
data/ARG/Small-result-b81.tgf.pl,1,1,3,28
data/ARG/Small-result-b81.tgf.pl,1,5,0,28
data/ARG/Small-result-b81.tgf.pl,1,5,1,28
data/ARG/Small-result-b81.tgf.pl,1,5,2,28
data/ARG/Small-result-b81.tgf.pl,1,5,3,28
data/ARG/Small-result-b81.tgf.pl,1,10,0,28
data/ARG/Small-result-b81.tgf.pl,1,10,1,28
data/ARG/Small-result-b81.tgf.pl,1,10,2,28
data/ARG/Small-result-b81.tgf.pl,1,10,3,28
data/ARG/Small-result-b83.tgf.pl,0,1,0,16
data/ARG/Small-result-b83.tgf.pl,0,1,1,16
data/ARG/Small-result-b83.tgf.pl,0,1,2,16
data/ARG/Small-result-b83.tgf.pl,0,1,3,16
data/ARG/Small-result-b83.tgf.pl,0,5,0,16
data/ARG/Small-result-b83.tgf.pl,0,5,1,16
data/ARG/Small-result-b83.tgf.pl,0,5,2,16
data/ARG/Small-result-b83.tgf.pl,0,5,3,16
data/ARG/Small-result-b83.tgf.pl,0,10,0,16
data/ARG/Small-result-b83.tgf.pl,0,10,1,16
data/ARG/Small-result-b83.tgf.pl,0,10,2,16
data/ARG/Small-result-b83.tgf.pl,0,10,3,16
data/ARG/Small-result-b83.tgf.pl,1,1,0,16
data/ARG/Small-result-b83.tgf.pl,1,1,1,16
data/ARG/Small-result-b83.tgf.pl,1,1,2,16
data/ARG/Small-result-b83.tgf.pl,1,1,3,16
data/ARG/Small-result-b83.tgf.pl,1,5,0,16
data/ARG/Small-result-b83.tgf.pl,1,5,1,16
data/ARG/Small-result-b83.tgf.pl,1,5,2,16
data/ARG/Small-result-b83.tgf.pl,1,5,3,16
data/ARG/Small-result-b83.tgf.pl,1,10,0,16
data/ARG/Small-result-b83.tgf.pl,1,10,1,16
data/ARG/Small-result-b83.tgf.pl,1,10,2,16
data/ARG/Small-result-b83.tgf.pl,1,10,3,16
data/ARG/Small-result-b84.tgf.pl,0,1,0,14
data/ARG/Small-result-b84.tgf.pl,0,1,1,14
data/ARG/Small-result-b84.tgf.pl,0,1,2,14
data/ARG/Small-result-b84.tgf.pl,0,1,3,14
data/ARG/Small-result-b84.tgf.pl,0,5,0,14
data/ARG/Small-result-b84.tgf.pl,0,5,1,14
data/ARG/Small-result-b84.tgf.pl,0,5,2,14
data/ARG/Small-result-b84.tgf.pl,0,5,3,14
data/ARG/Small-result-b84.tgf.pl,0,10,0,14
data/ARG/Small-result-b84.tgf.pl,0,10,1,14
data/ARG/Small-result-b84.tgf.pl,0,10,2,14
data/ARG/Small-result-b84.tgf.pl,0,10,3,14
data/ARG/Small-result-b84.tgf.pl,1,1,0,14
data/ARG/Small-result-b84.tgf.pl,1,1,1,14
data/ARG/Small-result-b84.tgf.pl,1,1,2,14
data/ARG/Small-result-b84.tgf.pl,1,1,3,14
data/ARG/Small-result-b84.tgf.pl,1,5,0,14
data/ARG/Small-result-b84.tgf.pl,1,5,1,14
data/ARG/Small-result-b84.tgf.pl,1,5,2,14
data/ARG/Small-result-b84.tgf.pl,1,5,3,14
data/ARG/Small-result-b84.tgf.pl,1,10,0,14
data/ARG/Small-result-b84.tgf.pl,1,10,1,14
data/ARG/Small-result-b84.tgf.pl,1,10,2,14
data/ARG/Small-result-b84.tgf.pl,1,10,3,14
data/ARG/Small-result-b85.tgf.pl,0,1,0,27
data/ARG/Small-result-b85.tgf.pl,0,1,1,27
data/ARG/Small-result-b85.tgf.pl,0,1,2,27
data/ARG/Small-result-b85.tgf.pl,0,1,3,27
data/ARG/Small-result-b85.tgf.pl,0,5,0,27
data/ARG/Small-result-b85.tgf.pl,0,5,1,27
data/ARG/Small-result-b85.tgf.pl,0,5,2,27
data/ARG/Small-result-b85.tgf.pl,0,5,3,27
data/ARG/Small-result-b85.tgf.pl,0,10,0,27
data/ARG/Small-result-b85.tgf.pl,0,10,1,27
data/ARG/Small-result-b85.tgf.pl,0,10,2,27
data/ARG/Small-result-b85.tgf.pl,0,10,3,27
data/ARG/Small-result-b85.tgf.pl,1,1,0,27
data/ARG/Small-result-b85.tgf.pl,1,1,1,27
data/ARG/Small-result-b85.tgf.pl,1,1,2,27
data/ARG/Small-result-b85.tgf.pl,1,1,3,27
data/ARG/Small-result-b85.tgf.pl,1,5,0,27
data/ARG/Small-result-b85.tgf.pl,1,5,1,27
data/ARG/Small-result-b85.tgf.pl,1,5,2,27
data/ARG/Small-result-b85.tgf.pl,1,5,3,27
data/ARG/Small-result-b85.tgf.pl,1,10,0,27
data/ARG/Small-result-b85.tgf.pl,1,10,1,27
data/ARG/Small-result-b85.tgf.pl,1,10,2,27
data/ARG/Small-result-b85.tgf.pl,1,10,3,27
data/ARG/Small-result-b86.tgf.pl,0,1,0,27
data/ARG/Small-result-b86.tgf.pl,0,1,1,27
data/ARG/Small-result-b86.tgf.pl,0,1,2,27
data/ARG/Small-result-b86.tgf.pl,0,1,3,27
data/ARG/Small-result-b86.tgf.pl,0,5,0,27
data/ARG/Small-result-b86.tgf.pl,0,5,1,27
data/ARG/Small-result-b86.tgf.pl,0,5,2,27
data/ARG/Small-result-b86.tgf.pl,0,5,3,27
data/ARG/Small-result-b86.tgf.pl,0,10,0,27
data/ARG/Small-result-b86.tgf.pl,0,10,1,27
data/ARG/Small-result-b86.tgf.pl,0,10,2,27
data/ARG/Small-result-b86.tgf.pl,0,10,3,27
data/ARG/Small-result-b86.tgf.pl,1,1,0,27
data/ARG/Small-result-b86.tgf.pl,1,1,1,27
data/ARG/Small-result-b86.tgf.pl,1,1,2,27
data/ARG/Small-result-b86.tgf.pl,1,1,3,27
data/ARG/Small-result-b86.tgf.pl,1,5,0,27
data/ARG/Small-result-b86.tgf.pl,1,5,1,27
data/ARG/Small-result-b86.tgf.pl,1,5,2,27
data/ARG/Small-result-b86.tgf.pl,1,5,3,27
data/ARG/Small-result-b86.tgf.pl,1,10,0,27
data/ARG/Small-result-b86.tgf.pl,1,10,1,27
data/ARG/Small-result-b86.tgf.pl,1,10,2,27
data/ARG/Small-result-b86.tgf.pl,1,10,3,27
data/ARG/Small-result-b87.tgf.pl,0,1,0,29
data/ARG/Small-result-b87.tgf.pl,0,1,1,29
data/ARG/Small-result-b87.tgf.pl,0,1,2,29
data/ARG/Small-result-b87.tgf.pl,0,1,3,29
data/ARG/Small-result-b87.tgf.pl,0,5,0,29
data/ARG/Small-result-b87.tgf.pl,0,5,1,29
data/ARG/Small-result-b87.tgf.pl,0,5,2,29
data/ARG/Small-result-b87.tgf.pl,0,5,3,29
data/ARG/Small-result-b87.tgf.pl,0,10,0,29
data/ARG/Small-result-b87.tgf.pl,0,10,1,29
data/ARG/Small-result-b87.tgf.pl,0,10,2,29
data/ARG/Small-result-b87.tgf.pl,0,10,3,29
data/ARG/Small-result-b87.tgf.pl,1,1,0,29
data/ARG/Small-result-b87.tgf.pl,1,1,1,29
data/ARG/Small-result-b87.tgf.pl,1,1,2,29
data/ARG/Small-result-b87.tgf.pl,1,1,3,29
data/ARG/Small-result-b87.tgf.pl,1,5,0,29
data/ARG/Small-result-b87.tgf.pl,1,5,1,29
data/ARG/Small-result-b87.tgf.pl,1,5,2,29
data/ARG/Small-result-b87.tgf.pl,1,5,3,29
data/ARG/Small-result-b87.tgf.pl,1,10,0,29
data/ARG/Small-result-b87.tgf.pl,1,10,1,29
data/ARG/Small-result-b87.tgf.pl,1,10,2,29
data/ARG/Small-result-b87.tgf.pl,1,10,3,29
data/ARG/Small-result-b9.tgf.pl,0,1,0,19
data/ARG/Small-result-b9.tgf.pl,0,1,1,19
data/ARG/Small-result-b9.tgf.pl,0,1,2,19
data/ARG/Small-result-b9.tgf.pl,0,1,3,19
data/ARG/Small-result-b9.tgf.pl,0,5,0,19
data/ARG/Small-result-b9.tgf.pl,0,5,1,19
data/ARG/Small-result-b9.tgf.pl,0,5,2,19
data/ARG/Small-result-b9.tgf.pl,0,5,3,19
data/ARG/Small-result-b9.tgf.pl,0,10,0,19
data/ARG/Small-result-b9.tgf.pl,0,10,1,19
data/ARG/Small-result-b9.tgf.pl,0,10,2,19
data/ARG/Small-result-b9.tgf.pl,0,10,3,19
data/ARG/Small-result-b9.tgf.pl,1,1,0,19
data/ARG/Small-result-b9.tgf.pl,1,1,1,19
data/ARG/Small-result-b9.tgf.pl,1,1,2,19
data/ARG/Small-result-b9.tgf.pl,1,1,3,19
data/ARG/Small-result-b9.tgf.pl,1,5,0,19
data/ARG/Small-result-b9.tgf.pl,1,5,1,19
data/ARG/Small-result-b9.tgf.pl,1,5,2,19
data/ARG/Small-result-b9.tgf.pl,1,5,3,19
data/ARG/Small-result-b9.tgf.pl,1,10,0,19
data/ARG/Small-result-b9.tgf.pl,1,10,1,19
data/ARG/Small-result-b9.tgf.pl,1,10,2,19
data/ARG/Small-result-b9.tgf.pl,1,10,3,19
data/ARG/T-1-BA_20_60_3.tgf.pl,0,1,0,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,1,1,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,1,2,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,1,3,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,5,0,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,5,1,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,5,2,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,5,3,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,10,0,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,10,1,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,10,2,25
data/ARG/T-1-BA_20_60_3.tgf.pl,0,10,3,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,1,0,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,1,1,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,1,2,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,1,3,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,5,0,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,5,1,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,5,2,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,5,3,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,10,0,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,10,1,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,10,2,25
data/ARG/T-1-BA_20_60_3.tgf.pl,1,10,3,25
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,1,0,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,1,1,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,1,2,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,1,3,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,5,0,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,5,1,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,5,2,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,5,3,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,10,0,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,10,1,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,10,2,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,0,10,3,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,1,0,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,1,1,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,1,2,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,1,3,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,5,0,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,5,1,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,5,2,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,5,3,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,10,0,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,10,1,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,10,2,21
data/ARG/T-1-caravan-airport-transportation_20151216_1604.gml.20.tgf.pl,1,10,3,21
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,1,0,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,1,1,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,1,2,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,1,3,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,5,0,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,5,1,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,5,2,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,0,5,3,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,1,0,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,1,1,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,1,2,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,1,3,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,5,0,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,5,1,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,5,2,10
data/ARG/T-1-cascadespoint-or-us.gml.20.tgf.pl,1,5,3,10
